,﻿MessageID,ThreadID,ThreadName,MemberID,MemberName,Message,P_Year,P_Month,P_Day,P_Date,ThreadFirstMessageID
23308,48384,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"WASHINGTON – His name appears on radical Internet postings. A fellow officer says he fought his deployment to Iraq and argued with soldiers who supported U.S. wars. He required counseling as a medical student because of problems with patients. There are many unknowns about Nidal Malik Hasan, the man authorities say is responsible for the worst mass killing on a U.S. military base. Most of all, his motive. But details of his life and mindset, emerging from official sources and personal acquaintances, are troubling. For six years before reporting for duty at Fort Hood, Texas, in July, the 39-year-old Army major worked at the Walter Reed Army Medical Center pursuing his career in psychiatry, as an intern, a resident and, last year, a fellow in disaster and preventive psychiatry. He received his medical degree from the military's Uniformed Services University of the Health Sciences in Bethesda, Md., in 2001. While an intern at Walter Reed, Hasan had some ""difficulties"" that required counseling and extra supervision, said Dr. Thomas Grieger, who was the training director at the time. Grieger said privacy laws prevented him from going into details but noted that the problems had to do with Hasan's interactions with patients. He recalled Hasan as a ""mostly very quiet"" person who never spoke ill of the military or his country. ""He swore an oath of loyalty to the military,"" Grieger said. ""I didn't hear anything contrary to those oaths."" But, more recently, federal agents grew suspicious. At least six months ago, Hasan came to the attention of law enforcement officials because of Internet postings about suicide bombings and other threats, including posts that equated suicide bombers to soldiers who throw themselves on a grenade to save the lives of their comrades. They had not determined for certain whether Hasan is the author of the posting, and a formal investigation had not been opened before the shooting, said law enforcement officials who spoke on condition of anonymity because they are not authorized to discuss the case. In an interview with The Washington Post, Hasan's aunt, Noel Hasan of Falls Church, Va., said he had been harassed about being a Muslim in the years after the Sept. 11, 2001, terror attacks and he wanted out of the Army. ""Some people can take it and some people cannot,"" she said. ""He had listened to all of that and he wanted out of the military."" She said he had sought a discharge from the military for several years, and even offered to repay the cost of his medical training. A spokesman for the Army, Lt. Col. George Wright, told the Post he could not confirm that Hasan had sought a discharge. Noel Hasan said her nephew ""did not make many friends"" and would say ""they military was his life."" A cousin, Nader Hasan, told The New York Times that after counseling soldiers returning from Iraq and Afghanistan with post-traumatic stress disorder, Hasan knew war firsthand. ""He was mortified by the idea of having to deploy,"" Nader Hasan said. ""He had people telling him on a daily basis the horrors they saw over there."" Federal law-enforcement agents ordered an evacuation of the apartment complex where Hasan lived in Killeen, Texas, Thursday night and conducted a search of his home, said Hilary Shine, director of public information for the city. She didn't say what was found during the search. Officials said earlier that federal search warrants were being drawn up to authorize the seizure of his computer. Retired Army Col. Terry Lee, who said he worked with Hasan, told Fox News that Hasan had hoped President Barack Obama would pull troops out of Afghanistan and Iraq. Lee said Hasan got into frequent arguments with others in the military who supported the wars, and had tried hard to prevent his pending deployment. Hasan attended prayers regularly when he lived outside Washington, often in his Army uniform, said Faizul Khan, a former imam at a mosque Hasan attended in Silver Spring, Md. He said Hasan was a lifelong Muslim. ""I got the impression that he was a committed soldier,"" Khan said. He spoke often with Hasan about Hasan's desire for a wife. On a form filled out by those seeking spouses through a program at the mosque, Hasan listed his birthplace as Arlington, Va., but his nationality as Palestinian, Khan said. ""I don't know why he listed Palestinian,"" Khan said, ""He was not born in Palestine."" Nothing stood out about Hasan as radical or extremist, Khan said. ""We hardly ever got to discussing politics,"" Khan said. ""Mostly we were discussing religious matters, nothing too controversial, nothing like an extremist."" Hasan earned his rank of major in April 2008, according to a July 2008 Army Times article. He served eight years as an enlisted soldier. He also served in the ROTC as an undergraduate at Virginia Tech in Blacksburg. He received a bachelor's degree in biochemistry there in 1997. ___ Associated Press writers Lara Jakes, Pam Hess, Lolita C. Baldor and Brett Zongker in Washington and Alicia Chang in Los Angeles contributed to this report.",2009,11,07,2009-11-07 00:00:00.000,48272
23311,48389,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"What a complete idiot that Anderson Cooper is! In the video, when brother Nidal (ha) was wearing Islamic robes, he wonder why he is dress that way. He asks, maybe he is going to pray? Some people pray every day, and some even pray five times a day. So is it possible he prays today (Thursday) and Friday, too? What a fool!",2009,11,06,2009-11-06 00:00:00.000,48272
23313,48390,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",139,Thunderman,Allahu akbar! I just saw this news and this is truly a happy news for all believers. Now we are going to witness the hypocrisy of America when they will say this was an act of terrorism while according to their own constitution attacks against militarily objects are not counted as terrorism. Insha´Allah this would create confusion amongst the kuffar May Allah (swt) accept those who died in this attack as Shuhada and admit them and us to Jannatul Firdaws!,2009,11,06,2009-11-06 00:00:00.000,48272
23323,48405,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",851,united islamic jihad,,2009,11,06,2009-11-06 00:00:00.000,48272
23334,48436,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",930,wa1slama,"Quote: The where unconfirmed reports that brother Major Hassan (Hafidahullah) was saying: ""ALLAHU AKBAR!!!!""",2009,11,06,2009-11-06 00:00:00.000,48272
23337,48441,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",116,Tok Janggut,AsSalaamualaykum brothers &amp; sisters.. SUBHANALLAH WALHAMDULILLAH WALAAILA HAILLALLAH ALLAHU AKBAR What a great day happen to be turned out today..MasyaAllah 13 pigs for fuel in hell fire..that house nigga &amp; his pigster sons of apes cowards surely had a terrible headache as they had never in their worthless life expect an event like this would ever occur especially in texas..the pork choppers in washington must have had so many question mark on their brainless mind right about now..May Allah destroy them all filthy crusaders apes.. Alhamdulillah Allah had answer our du'a..i urge everybody here including myself to praise Allah more often then you ever before &amp; insyaAllah next time He will favor us again with a scores of dead crusaders much more higher than today..,2009,11,06,2009-11-06 00:00:00.000,48272
23338,48442,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",930,wa1slama,"Quote: Originally Posted by Faizah When I read his blog there is nothing jihaadi, nothing to suggest that he is a mujaheddin at all. It is a scholastic analysis of suicide versus self-sacrifice as i would expect from a psychologist. I don't see why the FBI would put someone on a watch list from what I read. I guess it is further proof that the kuffaar eat themselves up with fear. They don't trust anyone with a dark complexion.... ...Unless, of course, they speak Hebrew! Here is what he wrote on his blog: Quote: NidalHasan scribbled: There was a grenade thrown amongs a group of American soldiers. One of the soldiers, feeling that it was to late for everyone to flee jumped on the grave with the intention of saving his comrades. Indeed he saved them. He inentionally took his life (suicide) for a noble cause i.e. saving the lives of his soldier. To say that this soldier committed suicide is inappropriate. Its more appropriate to say he is a brave hero that sacrificed his life for a more noble cause. Scholars have paralled this to suicide bombers whose intention, by sacrificing their lives, is to help save Muslims by killing enemy soldiers. If one suicide bomber can kill 100 enemy soldiers because they were caught off guard that would be considered a strategic victory. Their intention is not to die because of some despair. The same can be said for the Kamikazees in Japan. They died (via crashing their planes into ships) to kill the enemies for the homeland. You can call them crazy i you want but their act was not one of suicide that is despised by Islam. So the scholars main point is that ""IT SEEMS AS THOUGH YOUR INTENTION IS THE MAIN ISSUE"" and Allah (SWT) knows best.",2009,11,06,2009-11-06 00:00:00.000,48272
23340,48445,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",35,irhaabiyah,"Bismillahirahmaaniraheem.... Al hamdulillaahirabbilaalameen... For the kuffar who are direct enemy like the US soldiers, they shall only be killed either by Allaah directly, by thier ownselves or by the Hand of Mujaahideen... may Allaah accept his deeds, ameeeeeeeeeeeeen ya RABB. wajazaakumAllaahu khair for the updates",2009,11,06,2009-11-06 00:00:00.000,48272
23352,48467,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1790,tjhann1629,allah hu akbar..! this is the start of jihad in american lands... may allah protect this brother and his companions..,2009,11,06,2009-11-06 00:00:00.000,48272
23358,48481,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Manager: Muslim sticker removed from suspect's car KILLEEN, Texas – An apartment complex manager says the man accused of opening fire at Fort Hood, Texas recently had a religious bumper sticker torn off his car. The manager, John Thompson, says a fellow soldier allegedly keyed Maj. Nidal Malik Hasan's car and ripped up the bumper sticker. Thompson says the soldier had been to Iraq and was upset to learn Hasan was Muslim. Thompson, who manages the Killeen, Texas complex where Hasan lives, says the bumper sticker read: ""Allah is Love."" In Arabic, Allah means God. A report filed on Aug. 16 with Killeen police says Hasan's car had been scratched causing $1,000 worth of damage. The report says an Army employee had been arrested. It didn't provide more details about what happened. THIS IS A BREAKING NEWS UPDATE. Check back soon for further information. AP's earlier story is below. FORT HOOD, Texas (AP) — An Army psychiatrist suspected of opening fire on fellow soldiers at Fort Hood cleaned out his apartment in the days before the rampage that left 13 people dead, a neighbor said Friday. The neighbor, Patricia Villa, said Maj. Nidal Malik Hasan came over to her apartment Wednesday and Thursday and offered her some items, including a new Quran, saying he was going to be deployed on Friday. She wasn't sure if he was going to Iraq or Afghanistan. Authorities said the 39-year-old Hasan went on a shooting spree later Thursday at the sprawling Texas post. He was among 30 people wounded in the rampage and remained hospitalized Friday in a coma, attached to a ventilator. All but two of the injured were still hospitalized, and all were listed in stable condition. Investigators were trying to piece together how and why Hasan allegedly gunned down his comrades in one of the worst mass shootings ever on an American military base. His motive wasn't known, but some who knew Hasan said he may have been struggling with a pending deployment and faced pressure in his work with distressed soldiers. Hasan's family said in a statement Friday that his alleged actions were ""despicable and deplorable"" and don't reflect how the family was raised. President Barack Obama ordered the flags at the White House and other federal buildings be at half-staff and urged people not drawn conclusions while authorities investigate. ""We don't know all the answers yet. And I would caution against jumping to conclusions until we have all the facts,"" Obama said in a statement. The shooting spree began as some 300 soldiers had been lined up to get vaccinations and have their eyes tested at a Soldier Readiness Center, where soldiers who are about to be deployed or who are returning undergo medical screening. Nearby, others were lining up in commencement robes for a ceremony to celebrate troops and families who had recently earned degrees. Soldiers reported that the gunman shouted ""Allahu Akbar!"" — an Arabic phrase for ""God is great!"" — before opening fire, said Lt. Gen. Robert Cone, the base commander. He said officials had not yet confirmed that Hasan made the comment. When the gunfire subsided, soldiers described a scene that looked like a war zone: too many wounded to count, shells and blood on the floor, and comrades ripping off their clothes to make tourniquets to keep the injured alive. One woman, suffering from a wound to the hip, carried another victim to get help. ""You had people without tops on. You had people ripping their pant legs off,"" said Sgt. Andrew Hagerman, a military police officer from Lewisville, Texas. Hagerman arrived at the scene minutes after the shooting stopped. When he entered the building, he kept his head down to avoid stepping in the pools of blood or kicking any spent shell casings. ""You could go around it,"" he said. ""There was definitely a path."" The gunman was struck four times by a civilian police officer who also was wounded herself. Authorities said Kimberly Munley fired on the suspect just three minutes after the gunfire began, and base officials said her efforts ended the crisis. Munley was recovering Friday at a hospital and was in stable condition. ""It was an amazing and aggressive performance by this police officer,"" Cone said. Hagerman said he saw Hasan laying on the ground receiving medical assistance for a gunshot wound as responders tried to get his handcuffs off to better treat him. Hasan reported for duty at Fort Hood in July, after working at Walter Reed Army Medical Center in Washington for six years. Though Hasan apparently had problems at Walter Reed, officials at the Fort Hood hospital said they weren't aware of any issues with his job performance. One of Hasan's bosses praised his work ethic and said he provided excellent care for his patients. ""Up to this point I would consider him an asset,"" said Col. Kimberly Kesling, deputy commander of clinical services at Darnall Army Medical Center. An imam from a mosque Hasan regularly attended said Hasan, a lifelong Muslim, was a committed soldier, gave no sign of extremist beliefs and regularly wore his uniform at prayers. Villa, who recently moved next door to Hasan, said she had never spoken to him before he came over to her apartment. She said Hasan gave her frozen broccoli, spinach, T-shirts and shelves on Wednesday, then returned Thursday morning and gave her his air mattress, several briefcases and a desk lamp. He then offered her $60 to clean his apartment Friday morning, after he was supposed to leave. Someone who used to work with Hasan said he had expressed some anger about the wars in Iraq and Afghanistan. Retired Col. Terry Lee told Fox News said Hasan had hoped President Barack Obama would pull troops out of Afghanistan and Iraq and got into frequent arguments with others in the military who supported the wars. But another neighbor said Hasan appeared to be OK with his pending deployment, which he said was supposed to be to Afghanistan. ""I asked him how he felt about going over there, with their religion and everything, and he said, `It's going to be interesting,'"" said Edgar Booker, a 58-year-old retired soldier who now works in a cafeteria on the post. Col. Steve Braverman, the Fort Hood hospital commander, said early Friday that Hasan was on deployment orders to Afghanistan. A military official later told The Associated Press that Hasan was to be deployed to Iraq. It was not immediately possible to verify the discrepancy. The military official, who did not have authorization to discuss the matter publicly and spoke to the AP on condition of anonymity, said Hasan had indicated he didn't want to go to Iraq but was willing to serve in Afghanistan. Cone said authorities have not yet been able to talk to Hasan, but interviews with witnesses went through the night. Officials are not ruling out the possibility that some of the casualties may have been victims of ""friendly fire,"" that in the confusion at the shooting scene some of the responding military officials may have shot some of the victims. Cone acknowledged that it was ""counterintuitive"" that a single shooter could hit so many people, but he said the massacre occurred in ""close quarters. ""With ricochet fire, he was able to injure that number of people,"" Cone said. He said authorities were investigating whether Hasan's weapons were properly registered with the military. The wounded were dispersed among hospitals in central Texas, Cone said. Their identities and the identities of the dead were not immediately released. Friday was designated a day of mourning at Fort Hood. There also will be a ceremony at the air base to honor the dead. Hasan, who was born in Northern Virginia, pursued a career in psychiatry at Walter Reed, working as an intern, a resident and, last year, a fellow in disaster and preventive psychiatry. The Army major received his medical degree from the military's Uniformed Services University of the Health Sciences in Bethesda, Md., in 2001. But his record at Walter Reed wasn't sterling. He received a poor performance evaluation, according to an official who spoke on condition of anonymity because he was not authorized to discuss the case publicly. And while he was an intern, Hasan had some ""difficulties"" that required counseling and extra supervision, said Dr. Thomas Grieger, who was the training director at the time. Faizul Khan, a former imam at a mosque Hasan attended in Silver Spring, Md., said ""I got the impression that he was a committed soldier."" He said Hasan attended prayers regularly at the mosque in Silver Spring, Md., and was a lifelong Muslim. He spoke often with Hasan about Hasan's desire for a wife. In an interview with The Washington Post, Hasan's aunt, Noel Hasan of Falls Church, Va., said he had been harassed about being a Muslim in the years after the Sept. 11, 2001, terror attacks, and he wanted out of the Army. ""Some people can take it and some people cannot,"" she said. ""He had listened to all of that and he wanted out of the military."" At least six months ago, Hasan came to the attention of law enforcement officials because of Internet postings about suicide bombings and other threats, including posts that equated suicide bombers to soldiers who throw themselves on a grenade to save the lives of their comrades. Investigators had not determined for certain whether Hasan was the author of the posting, and a formal investigation had not been opened before the shooting, said law enforcement officials who spoke on condition of anonymity because they are not authorized to discuss the case. Federal authorities seized Hasan's computer Friday during a search of his apartment, said a military official who spoke on condition of anonymity because of the ongoing investigation. ___ Baker reported from Killeen, Texas. Associated Press Writers Lara Jakes, Devlin Barrett, Brett J. Blackledge and Eileen Sullivan in Washington, April Castro in Killeen and Matt Curry in Dallas contributed to this report.",2009,11,06,2009-11-06 00:00:00.000,48272
